date,status,age_group,gender,count,rate_per_100000
2020-12-12,cases,0 to 11,male,2273,92.7062643
2020-12-12,cases,0 to 11,female,2060,88.25130888
2020-12-12,cases,0 to 11,all,4333,90.53351255
2020-12-12,cases,12 to 19,male,2192,126.1772272
2020-12-12,cases,12 to 19,female,1891,113.0656947
2020-12-12,cases,12 to 19,all,4083,119.7459731
2020-12-12,cases,20 to 29,male,4384,161.3493873
2020-12-12,cases,20 to 29,female,3923,156.4830368
2020-12-12,cases,20 to 29,all,8309,159.052355
2020-12-12,cases,20 to 29,other,2,
2020-12-12,cases,30 to 39,male,3648,130.8600028
2020-12-12,cases,30 to 39,female,3631,133.7745573
2020-12-12,cases,30 to 39,all,7280,132.3160026
2020-12-12,cases,30 to 39,other,1,
2020-12-12,cases,40 to 49,male,3261,132.0771223
2020-12-12,cases,40 to 49,female,3572,142.289782
2020-12-12,cases,40 to 49,all,6833,137.2258646
2020-12-12,cases,50 to 59,male,2930,116.6965245
2020-12-12,cases,50 to 59,female,2999,117.6991407
2020-12-12,cases,50 to 59,all,5929,117.2015226
2020-12-12,cases,60 to 69,male,1951,80.68952112
2020-12-12,cases,60 to 69,female,1815,71.73640842
2020-12-12,cases,60 to 69,all,3766,76.11146793
2020-12-12,cases,70 to 79,male,1038,67.19077195
2020-12-12,cases,70 to 79,female,991,57.72740432
2020-12-12,cases,70 to 79,all,2029,62.20980002
2020-12-12,cases,80+,male,920,127.5432399
2020-12-12,cases,80+,female,1720,165.5436328
2020-12-12,cases,80+,all,2640,149.9723063
2020-12-12,cases,all,male,22608,116.7904147
2020-12-12,cases,all,female,22605,115.4957486
2020-12-12,cases,all,all,45217,116.1497915
2020-12-12,cases,all,other,4,
2020-12-12,hospitalizations,0 to 11,male,16,0.6525737918
2020-12-12,hospitalizations,0 to 11,female,6,0.2570426472
2020-12-12,hospitalizations,0 to 11,all,22,0.4596670381
2020-12-12,hospitalizations,12 to 19,male,6,0.3453756219
2020-12-12,hospitalizations,12 to 19,female,13,0.7772892814
2020-12-12,hospitalizations,12 to 19,all,19,0.5572308326
2020-12-12,hospitalizations,20 to 29,male,44,1.619382537
2020-12-12,hospitalizations,20 to 29,female,41,1.635433216
2020-12-12,hospitalizations,20 to 29,all,85,1.62708511
2020-12-12,hospitalizations,30 to 39,male,56,2.008815832
2020-12-12,hospitalizations,30 to 39,female,78,2.873702965
2020-12-12,hospitalizations,30 to 39,all,134,2.435486861
2020-12-12,hospitalizations,40 to 49,male,88,3.564178708
2020-12-12,hospitalizations,40 to 49,female,86,3.425789824
2020-12-12,hospitalizations,40 to 49,all,174,3.494409547
2020-12-12,hospitalizations,50 to 59,male,153,6.093709301
2020-12-12,hospitalizations,50 to 59,female,93,3.649889993
2020-12-12,hospitalizations,50 to 59,all,246,4.862805625
2020-12-12,hospitalizations,60 to 69,male,216,8.933334988
2020-12-12,hospitalizations,60 to 69,female,153,6.047201371
2020-12-12,hospitalizations,60 to 69,all,369,7.457549566
2020-12-12,hospitalizations,70 to 79,male,290,18.77198831
2020-12-12,hospitalizations,70 to 79,female,175,10.19404214
2020-12-12,hospitalizations,70 to 79,all,465,14.25705126
2020-12-12,hospitalizations,80+,male,310,42.9765265
2020-12-12,hospitalizations,80+,female,355,34.16743583
2020-12-12,hospitalizations,80+,all,665,37.77711502
2020-12-12,hospitalizations,all,male,1179,6.090582931
2020-12-12,hospitalizations,all,female,1000,5.109300977
2020-12-12,hospitalizations,all,all,2179,5.59723988
2020-12-12,icu,0 to 11,male,2,0.08157172398
2020-12-12,icu,0 to 11,all,2,0.04178791255
2020-12-12,icu,12 to 19,male,1,0.05756260365
2020-12-12,icu,12 to 19,female,3,0.1793744495
2020-12-12,icu,12 to 19,all,4,0.1173117542
2020-12-12,icu,20 to 29,male,8,0.2944331885
2020-12-12,icu,20 to 29,female,3,0.1196658451
2020-12-12,icu,20 to 29,all,11,0.2105639554
2020-12-12,icu,30 to 39,male,8,0.2869736903
2020-12-12,icu,30 to 39,female,10,0.3684234571
2020-12-12,icu,30 to 39,all,18,0.3271549515
2020-12-12,icu,40 to 49,male,17,0.6885345231
2020-12-12,icu,40 to 49,female,16,0.6373562463
2020-12-12,icu,40 to 49,all,33,0.6627328452
2020-12-12,icu,50 to 59,male,47,1.871923772
2020-12-12,icu,50 to 59,female,25,0.981153224
2020-12-12,icu,50 to 59,all,72,1.423260183
2020-12-12,icu,60 to 69,male,54,2.233333747
2020-12-12,icu,60 to 69,female,35,1.383346719
2020-12-12,icu,60 to 69,all,89,1.798704367
2020-12-12,icu,70 to 79,male,83,5.372672516
2020-12-12,icu,70 to 79,female,27,1.572795072
2020-12-12,icu,70 to 79,all,110,3.372635782
2020-12-12,icu,80+,male,25,3.465848911
2020-12-12,icu,80+,female,20,1.924925963
2020-12-12,icu,80+,all,45,2.556346129
2020-12-12,icu,all,male,245,1.265642763
2020-12-12,icu,all,female,139,0.7101928357
2020-12-12,icu,all,all,384,0.9863883038
2020-12-12,deaths,20 to 29,male,1,0.03680414856
2020-12-12,deaths,20 to 29,female,2,0.07977723006
2020-12-12,deaths,20 to 29,all,3,0.05742653328
2020-12-12,deaths,30 to 39,female,3,0.1105270371
2020-12-12,deaths,30 to 39,all,3,0.05452582525
2020-12-12,deaths,40 to 49,male,8,0.3240162462
2020-12-12,deaths,40 to 49,female,4,0.1593390616
2020-12-12,deaths,40 to 49,all,12,0.2409937619
2020-12-12,deaths,50 to 59,male,17,0.6770788112
2020-12-12,deaths,50 to 59,female,11,0.4317074185
2020-12-12,deaths,50 to 59,all,28,0.5534900712
2020-12-12,deaths,60 to 69,male,28,1.158024906
2020-12-12,deaths,60 to 69,female,31,1.225249951
2020-12-12,deaths,60 to 69,all,59,1.192399524
2020-12-12,deaths,70 to 79,male,81,5.243210528
2020-12-12,deaths,70 to 79,female,47,2.737828459
2020-12-12,deaths,70 to 79,all,128,3.924521638
2020-12-12,deaths,80+,male,183,25.37001403
2020-12-12,deaths,80+,female,222,21.36667818
2020-12-12,deaths,80+,all,405,23.00711516
2020-12-12,deaths,all,male,318,1.642752648
2020-12-12,deaths,all,female,320,1.634976313
2020-12-12,deaths,all,all,638,1.638843067
2020-12-19,cases,0 to 11,male,2061,84.05966156
2020-12-19,cases,0 to 11,female,1882,80.62571035
2020-12-19,cases,0 to 11,all,3943,82.3848696
2020-12-19,cases,12 to 19,male,2073,119.3272774
2020-12-19,cases,12 to 19,female,2006,119.9417153
2020-12-19,cases,12 to 19,all,4080,119.6579893
2020-12-19,cases,12 to 19,other,1,
2020-12-19,cases,20 to 29,male,4140,152.3691751
2020-12-19,cases,20 to 29,female,3856,153.8104996
2020-12-19,cases,20 to 29,all,7998,153.0991377
2020-12-19,cases,20 to 29,other,2,
2020-12-19,cases,30 to 39,male,3637,130.4654139
2020-12-19,cases,30 to 39,female,3584,132.042967
2020-12-19,cases,30 to 39,all,7222,131.2618366
2020-12-19,cases,30 to 39,other,1,
2020-12-19,cases,40 to 49,male,3205,129.8090086
2020-12-19,cases,40 to 49,female,3430,136.6332453
2020-12-19,cases,40 to 49,all,6635,133.2494675
2020-12-19,cases,50 to 59,male,2951,117.532916
2020-12-19,cases,50 to 59,female,2973,116.6787414
2020-12-19,cases,50 to 59,all,5924,117.1026851
2020-12-19,cases,60 to 69,male,1980,81.88890405
2020-12-19,cases,60 to 69,female,1901,75.13548893
2020-12-19,cases,60 to 69,all,3882,78.45584666
2020-12-19,cases,60 to 69,other,1,
2020-12-19,cases,70 to 79,male,1057,68.42066084
2020-12-19,cases,70 to 79,female,1056,61.51376283
2020-12-19,cases,70 to 79,all,2113,64.78526735
2020-12-19,cases,80+,male,964,133.643134
2020-12-19,cases,80+,female,1805,173.7245681
2020-12-19,cases,80+,all,2769,157.3004985
2020-12-19,cases,all,male,22072,114.0214983
2020-12-19,cases,all,female,22495,114.9337255
2020-12-19,cases,all,all,44572,114.4929674
2020-12-19,cases,all,other,5,
2020-12-19,hospitalizations,0 to 11,male,14,0.5710020678
2020-12-19,hospitalizations,0 to 11,female,12,0.5140852945
2020-12-19,hospitalizations,0 to 11,all,26,0.5432428632
2020-12-19,hospitalizations,12 to 19,male,8,0.4605008292
2020-12-19,hospitalizations,12 to 19,female,13,0.7772892814
2020-12-19,hospitalizations,12 to 19,all,21,0.6158867097
2020-12-19,hospitalizations,20 to 29,male,34,1.251341051
2020-12-19,hospitalizations,20 to 29,female,36,1.435990141
2020-12-19,hospitalizations,20 to 29,all,70,1.339952443
2020-12-19,hospitalizations,30 to 39,male,57,2.044687543
2020-12-19,hospitalizations,30 to 39,female,73,2.689491237
2020-12-19,hospitalizations,30 to 39,all,130,2.362785761
2020-12-19,hospitalizations,40 to 49,male,82,3.321166523
2020-12-19,hospitalizations,40 to 49,female,59,2.350251158
2020-12-19,hospitalizations,40 to 49,all,141,2.831676702
2020-12-19,hospitalizations,50 to 59,male,138,5.49628682
2020-12-19,hospitalizations,50 to 59,female,98,3.846120638
2020-12-19,hospitalizations,50 to 59,all,236,4.6651306
2020-12-19,hospitalizations,60 to 69,male,210,8.685186794
2020-12-19,hospitalizations,60 to 69,female,141,5.572911067
2020-12-19,hospitalizations,60 to 69,all,351,7.093766661
2020-12-19,hospitalizations,70 to 79,male,239,15.47070761
2020-12-19,hospitalizations,70 to 79,female,216,12.58236058
2020-12-19,hospitalizations,70 to 79,all,455,13.95044801
2020-12-19,hospitalizations,80+,male,353,48.93778663
2020-12-19,hospitalizations,80+,female,364,35.03365252
2020-12-19,hospitalizations,80+,all,717,40.73111499
2020-12-19,hospitalizations,all,male,1135,5.863283822
2020-12-19,hospitalizations,all,female,1012,5.170612588
2020-12-19,hospitalizations,all,all,2147,5.515040855
2020-12-19,icu,0 to 11,male,3,0.122357586
2020-12-19,icu,0 to 11,female,3,0.1285213236
2020-12-19,icu,0 to 11,all,6,0.1253637377
2020-12-19,icu,12 to 19,male,2,0.1151252073
2020-12-19,icu,12 to 19,all,2,0.05865587711
2020-12-19,icu,20 to 29,male,5,0.1840207428
2020-12-19,icu,20 to 29,female,2,0.07977723006
2020-12-19,icu,20 to 29,all,7,0.1339952443
2020-12-19,icu,30 to 39,male,11,0.3945888241
2020-12-19,icu,30 to 39,female,8,0.2947387657
2020-12-19,icu,30 to 39,all,19,0.3453302266
2020-12-19,icu,40 to 49,male,18,0.7290365539
2020-12-19,icu,40 to 49,female,16,0.6373562463
2020-12-19,icu,40 to 49,all,34,0.6828156587
2020-12-19,icu,50 to 59,male,35,1.393985788
2020-12-19,icu,50 to 59,female,26,1.020399353
2020-12-19,icu,50 to 59,all,61,1.205817655
2020-12-19,icu,60 to 69,male,57,2.357407844
2020-12-19,icu,60 to 69,female,37,1.462395103
2020-12-19,icu,60 to 69,all,94,1.899755174
2020-12-19,icu,70 to 79,male,58,3.754397662
2020-12-19,icu,70 to 79,female,41,2.388318443
2020-12-19,icu,70 to 79,all,99,3.035372204
2020-12-19,icu,80+,male,42,5.822626171
2020-12-19,icu,80+,female,23,2.213664857
2020-12-19,icu,80+,all,65,3.692499964
2020-12-19,icu,all,male,231,1.19332032
2020-12-19,icu,all,female,156,0.7970509524
2020-12-19,icu,all,all,387,0.9940944624
2020-12-19,deaths,30 to 39,male,3,0.1076151338
2020-12-19,deaths,30 to 39,all,3,0.05452582525
2020-12-19,deaths,40 to 49,male,2,0.08100406154
2020-12-19,deaths,40 to 49,all,2,0.04016562698
2020-12-19,deaths,50 to 59,male,8,0.3186253229
2020-12-19,deaths,50 to 59,female,9,0.3532151606
2020-12-19,deaths,50 to 59,all,17,0.3360475432
2020-12-19,deaths,60 to 69,male,48,1.985185553
2020-12-19,deaths,60 to 69,female,16,0.6323870715
2020-12-19,deaths,60 to 69,all,64,1.293450331
2020-12-19,deaths,70 to 79,male,87,5.631596493
2020-12-19,deaths,70 to 79,female,55,3.203841814
2020-12-19,deaths,70 to 79,all,142,4.353766192
2020-12-19,deaths,80+,male,208,28.83586294
2020-12-19,deaths,80+,female,225,21.65541708
2020-12-19,deaths,80+,all,433,24.59773053
2020-12-19,deaths,all,male,356,1.839056424
2020-12-19,deaths,all,female,305,1.558336798
2020-12-19,deaths,all,all,661,1.697923617
2020-12-26,cases,0 to 11,male,1743,71.08975745
2020-12-26,cases,0 to 11,female,1779,76.2131449
2020-12-26,cases,0 to 11,all,3522,73.58851401
2020-12-26,cases,12 to 19,male,1890,108.7933209
2020-12-26,cases,12 to 19,female,1895,113.3048606
2020-12-26,cases,12 to 19,all,3786,111.0355754
2020-12-26,cases,12 to 19,other,1,
2020-12-26,cases,20 to 29,male,4021,147.9894814
2020-12-26,cases,20 to 29,female,3869,154.3290516
2020-12-26,cases,20 to 29,all,7892,151.0700669
2020-12-26,cases,20 to 29,other,2,
2020-12-26,cases,30 to 39,male,3494,125.3357592
2020-12-26,cases,30 to 39,female,3659,134.8061429
2020-12-26,cases,30 to 39,all,7154,130.0259179
2020-12-26,cases,30 to 39,other,1,
2020-12-26,cases,40 to 49,male,3346,135.519795
2020-12-26,cases,40 to 49,female,3527,140.4972175
2020-12-26,cases,40 to 49,all,6874,138.0492599
2020-12-26,cases,40 to 49,other,1,
2020-12-26,cases,50 to 59,male,3169,126.215456
2020-12-26,cases,50 to 59,female,3254,127.7069036
2020-12-26,cases,50 to 59,all,6423,126.9666688
2020-12-26,cases,60 to 69,male,2126,87.92717678
2020-12-26,cases,60 to 69,female,2013,79.56219843
2020-12-26,cases,60 to 69,all,4139,83.64985814
2020-12-26,cases,70 to 79,male,1120,72.49871347
2020-12-26,cases,70 to 79,female,1134,66.05739304
2020-12-26,cases,70 to 79,all,2254,69.10837321
2020-12-26,cases,80+,male,980,135.8612773
2020-12-26,cases,80+,female,1766,169.9709625
2020-12-26,cases,80+,all,2746,155.9939216
2020-12-26,cases,all,male,21891,113.0864724
2020-12-26,cases,all,female,22899,116.9978831
2020-12-26,cases,all,all,44795,115.0657918
2020-12-26,cases,all,other,5,
2020-12-26,hospitalizations,0 to 11,male,4,0.163143448
2020-12-26,hospitalizations,0 to 11,female,5,0.214202206
2020-12-26,hospitalizations,0 to 11,all,9,0.1880456065
2020-12-26,hospitalizations,12 to 19,male,14,0.8058764511
2020-12-26,hospitalizations,12 to 19,female,3,0.1793744495
2020-12-26,hospitalizations,12 to 19,all,17,0.4985749555
2020-12-26,hospitalizations,20 to 29,male,30,1.104124457
2020-12-26,hospitalizations,20 to 29,female,39,1.555655986
2020-12-26,hospitalizations,20 to 29,all,69,1.320810265
2020-12-26,hospitalizations,30 to 39,male,59,2.116430966
2020-12-26,hospitalizations,30 to 39,female,63,2.32106778
2020-12-26,hospitalizations,30 to 39,all,122,2.21738356
2020-12-26,hospitalizations,40 to 49,male,84,3.402170585
2020-12-26,hospitalizations,40 to 49,female,85,3.385955058
2020-12-26,hospitalizations,40 to 49,all,169,3.39399548
2020-12-26,hospitalizations,50 to 59,male,175,6.969928939
2020-12-26,hospitalizations,50 to 59,female,116,4.552550959
2020-12-26,hospitalizations,50 to 59,all,291,5.75234324
2020-12-26,hospitalizations,60 to 69,male,251,10.38086612
2020-12-26,hospitalizations,60 to 69,female,151,5.968152987
2020-12-26,hospitalizations,60 to 69,all,402,8.124484894
2020-12-26,hospitalizations,70 to 79,male,298,19.28983626
2020-12-26,hospitalizations,70 to 79,female,209,12.17459889
2020-12-26,hospitalizations,70 to 79,all,507,15.54478492
2020-12-26,hospitalizations,80+,male,373,51.71046575
2020-12-26,hospitalizations,80+,female,410,39.46098223
2020-12-26,hospitalizations,80+,all,783,44.48042265
2020-12-26,hospitalizations,all,male,1288,6.653664813
2020-12-26,hospitalizations,all,female,1081,5.523154356
2020-12-26,hospitalizations,all,all,2369,6.085296593
2020-12-26,icu,0 to 11,male,1,0.04078586199
2020-12-26,icu,0 to 11,all,1,0.02089395628
2020-12-26,icu,12 to 19,male,1,0.05756260365
2020-12-26,icu,12 to 19,all,1,0.02932793856
2020-12-26,icu,20 to 29,male,3,0.1104124457
2020-12-26,icu,20 to 29,female,3,0.1196658451
2020-12-26,icu,20 to 29,all,6,0.1148530666
2020-12-26,icu,30 to 39,male,16,0.5739473805
2020-12-26,icu,30 to 39,female,8,0.2947387657
2020-12-26,icu,30 to 39,all,24,0.436206602
2020-12-26,icu,40 to 49,male,20,0.8100406154
2020-12-26,icu,40 to 49,female,19,0.7568605425
2020-12-26,icu,40 to 49,all,39,0.7832297261
2020-12-26,icu,50 to 59,male,36,1.433813953
2020-12-26,icu,50 to 59,female,23,0.902660966
2020-12-26,icu,50 to 59,all,59,1.16628265
2020-12-26,icu,60 to 69,male,73,3.019136362
2020-12-26,icu,60 to 69,female,33,1.304298335
2020-12-26,icu,60 to 69,all,106,2.142277111
2020-12-26,icu,70 to 79,male,84,5.43740351
2020-12-26,icu,70 to 79,female,38,2.213563435
2020-12-26,icu,70 to 79,all,122,3.740559686
2020-12-26,icu,80+,male,33,4.574920563
2020-12-26,icu,80+,female,30,2.887388944
2020-12-26,icu,80+,all,63,3.578884581
2020-12-26,icu,all,male,267,1.379292318
2020-12-26,icu,all,female,154,0.7868323504
2020-12-26,icu,all,all,421,1.081430927
2020-12-26,deaths,30 to 39,male,3,0.1076151338
2020-12-26,deaths,30 to 39,female,1,0.03684234571
2020-12-26,deaths,30 to 39,all,4,0.07270110033
2020-12-26,deaths,40 to 49,male,3,0.1215060923
2020-12-26,deaths,40 to 49,female,4,0.1593390616
2020-12-26,deaths,40 to 49,all,7,0.1405796944
2020-12-26,deaths,50 to 59,male,17,0.6770788112
2020-12-26,deaths,50 to 59,female,9,0.3532151606
2020-12-26,deaths,50 to 59,all,26,0.5139550661
2020-12-26,deaths,60 to 69,male,40,1.654321294
2020-12-26,deaths,60 to 69,female,14,0.5533386875
2020-12-26,deaths,60 to 69,all,54,1.091348717
2020-12-26,deaths,70 to 79,male,71,4.595900586
2020-12-26,deaths,70 to 79,female,46,2.67957679
2020-12-26,deaths,70 to 79,all,117,3.587258059
2020-12-26,deaths,80+,male,177,24.53821029
2020-12-26,deaths,80+,female,214,20.5967078
2020-12-26,deaths,80+,all,391,22.21180748
2020-12-26,deaths,all,male,311,1.606591426
2020-12-26,deaths,all,female,288,1.471478681
2020-12-26,deaths,all,all,599,1.538663005
2021-01-02,cases,0 to 11,male,2040,83.20315846
2021-01-02,cases,0 to 11,female,1827,78.26948608
2021-01-02,cases,0 to 11,all,3868,80.81782288
2021-01-02,cases,0 to 11,other,1,
2021-01-02,cases,12 to 19,male,2411,138.7834374
2021-01-02,cases,12 to 19,female,2432,145.4128871
2021-01-02,cases,12 to 19,all,4843,142.0352064
2021-01-02,cases,20 to 29,male,5172,190.3510564
2021-01-02,cases,20 to 29,female,5103,203.5516025
2021-01-02,cases,20 to 29,all,10275,196.6858765
2021-01-02,cases,30 to 39,male,4029,144.5271248
2021-01-02,cases,30 to 39,female,4353,160.3747309
2021-01-02,cases,30 to 39,all,8382,152.3451557
2021-01-02,cases,40 to 49,male,3548,143.7012052
2021-01-02,cases,40 to 49,female,3999,159.2992268
2021-01-02,cases,40 to 49,all,7549,151.605159
2021-01-02,cases,40 to 49,other,2,
2021-01-02,cases,50 to 59,male,3504,139.5578914
2021-01-02,cases,50 to 59,female,3797,149.0175517
2021-01-02,cases,50 to 59,all,7302,144.3423036
2021-01-02,cases,50 to 59,other,1,
2021-01-02,cases,60 to 69,male,2414,99.83829009
2021-01-02,cases,60 to 69,female,2250,88.92943193
2021-01-02,cases,60 to 69,all,4664,94.26019289
2021-01-02,cases,70 to 79,male,1270,82.2083626
2021-01-02,cases,70 to 79,female,1318,76.7757002
2021-01-02,cases,70 to 79,all,2588,79.34892186
2021-01-02,cases,80+,male,1085,150.4178427
2021-01-02,cases,80+,female,2054,197.6898964
2021-01-02,cases,80+,all,3139,178.3193444
2021-01-02,cases,all,male,25478,131.6165156
2021-01-02,cases,all,female,27137,138.6511006
2021-01-02,cases,all,all,52619,135.1634535
2021-01-02,cases,all,other,4,
2021-01-02,hospitalizations,0 to 11,male,22,0.8972889638
2021-01-02,hospitalizations,0 to 11,female,11,0.4712448533
2021-01-02,hospitalizations,0 to 11,all,34,0.7103945134
2021-01-02,hospitalizations,0 to 11,other,1,
2021-01-02,hospitalizations,12 to 19,male,8,0.4605008292
2021-01-02,hospitalizations,12 to 19,female,8,0.4783318655
2021-01-02,hospitalizations,12 to 19,all,16,0.4692470169
2021-01-02,hospitalizations,20 to 29,male,28,1.03051616
2021-01-02,hospitalizations,20 to 29,female,59,2.353428287
2021-01-02,hospitalizations,20 to 29,all,87,1.665369465
2021-01-02,hospitalizations,30 to 39,male,41,1.470740163
2021-01-02,hospitalizations,30 to 39,female,79,2.910545311
2021-01-02,hospitalizations,30 to 39,all,120,2.18103301
2021-01-02,hospitalizations,40 to 49,male,98,3.969199016
2021-01-02,hospitalizations,40 to 49,female,60,2.390085924
2021-01-02,hospitalizations,40 to 49,all,158,3.173084531
2021-01-02,hospitalizations,50 to 59,male,162,6.452162789
2021-01-02,hospitalizations,50 to 59,female,117,4.591797088
2021-01-02,hospitalizations,50 to 59,all,279,5.515133209
2021-01-02,hospitalizations,60 to 69,male,252,10.42222415
2021-01-02,hospitalizations,60 to 69,female,180,7.114354554
2021-01-02,hospitalizations,60 to 69,all,432,8.730789736
2021-01-02,hospitalizations,70 to 79,male,295,19.09564328
2021-01-02,hospitalizations,70 to 79,female,224,13.04837393
2021-01-02,hospitalizations,70 to 79,all,519,15.91270883
2021-01-02,hospitalizations,80+,male,368,51.01729597
2021-01-02,hospitalizations,80+,female,497,47.83441017
2021-01-02,hospitalizations,80+,all,865,49.13865337
2021-01-02,hospitalizations,all,male,1274,6.58134237
2021-01-02,hospitalizations,all,female,1235,6.309986706
2021-01-02,hospitalizations,all,all,2510,6.447486048
2021-01-02,hospitalizations,all,other,1,
2021-01-02,icu,0 to 11,male,2,0.08157172398
2021-01-02,icu,0 to 11,female,4,0.1713617648
2021-01-02,icu,0 to 11,all,6,0.1253637377
2021-01-02,icu,12 to 19,male,2,0.1151252073
2021-01-02,icu,12 to 19,female,1,0.05979148318
2021-01-02,icu,12 to 19,all,3,0.08798381567
2021-01-02,icu,20 to 29,male,1,0.03680414856
2021-01-02,icu,20 to 29,female,5,0.1994430752
2021-01-02,icu,20 to 29,all,6,0.1148530666
2021-01-02,icu,30 to 39,male,6,0.2152302677
2021-01-02,icu,30 to 39,female,10,0.3684234571
2021-01-02,icu,30 to 39,all,16,0.2908044013
2021-01-02,icu,40 to 49,male,20,0.8100406154
2021-01-02,icu,40 to 49,female,12,0.4780171847
2021-01-02,icu,40 to 49,all,32,0.6426500317
2021-01-02,icu,50 to 59,male,44,1.752439276
2021-01-02,icu,50 to 59,female,22,0.8634148371
2021-01-02,icu,50 to 59,all,66,1.304655168
2021-01-02,icu,60 to 69,male,83,3.432716685
2021-01-02,icu,60 to 69,female,42,1.660016063
2021-01-02,icu,60 to 69,all,125,2.526270178
2021-01-02,icu,70 to 79,male,78,5.049017545
2021-01-02,icu,70 to 79,female,42,2.446570113
2021-01-02,icu,70 to 79,all,120,3.679239035
2021-01-02,icu,80+,male,38,5.268090345
2021-01-02,icu,80+,female,21,2.021172261
2021-01-02,icu,80+,all,59,3.351653814
2021-01-02,icu,all,male,274,1.415453539
2021-01-02,icu,all,female,159,0.8123788553
2021-01-02,icu,all,all,433,1.112255561
2021-01-02,deaths,20 to 29,male,1,0.03680414856
2021-01-02,deaths,20 to 29,female,2,0.07977723006
2021-01-02,deaths,20 to 29,all,3,0.05742653328
2021-01-02,deaths,30 to 39,male,3,0.1076151338
2021-01-02,deaths,30 to 39,female,1,0.03684234571
2021-01-02,deaths,30 to 39,all,4,0.07270110033
2021-01-02,deaths,40 to 49,male,4,0.1620081231
2021-01-02,deaths,40 to 49,female,2,0.07966953079
2021-01-02,deaths,40 to 49,all,6,0.1204968809
2021-01-02,deaths,50 to 59,male,22,0.876219638
2021-01-02,deaths,50 to 59,female,3,0.1177383869
2021-01-02,deaths,50 to 59,all,25,0.4941875636
2021-01-02,deaths,60 to 69,male,46,1.902469488
2021-01-02,deaths,60 to 69,female,33,1.304298335
2021-01-02,deaths,60 to 69,all,79,1.596602753
2021-01-02,deaths,70 to 79,male,84,5.43740351
2021-01-02,deaths,70 to 79,female,41,2.388318443
2021-01-02,deaths,70 to 79,all,125,3.832540662
2021-01-02,deaths,80+,male,183,25.37001403
2021-01-02,deaths,80+,female,228,21.94415597
2021-01-02,deaths,80+,all,411,23.34796131
2021-01-02,deaths,all,male,343,1.771899869
2021-01-02,deaths,all,female,310,1.583883303
2021-01-02,deaths,all,all,653,1.67737386
2021-01-09,cases,0 to 11,male,2157,87.97510431
2021-01-09,cases,0 to 11,female,2007,85.9807655
2021-01-09,cases,0 to 11,all,4167,87.06511581
2021-01-09,cases,0 to 11,other,3,
2021-01-09,cases,12 to 19,male,2405,138.4380618
2021-01-09,cases,12 to 19,female,2370,141.7058151
2021-01-09,cases,12 to 19,all,4775,140.0409066
2021-01-09,cases,20 to 29,male,5152,189.6149734
2021-01-09,cases,20 to 29,female,4920,196.251986
2021-01-09,cases,20 to 29,all,10073,192.8191566
2021-01-09,cases,20 to 29,other,1,
2021-01-09,cases,30 to 39,male,4002,143.5585885
2021-01-09,cases,30 to 39,female,3962,145.9693737
2021-01-09,cases,30 to 39,all,7964,144.7478908
2021-01-09,cases,40 to 49,male,3340,135.2767828
2021-01-09,cases,40 to 49,female,3696,147.2292929
2021-01-09,cases,40 to 49,all,7037,141.3227585
2021-01-09,cases,40 to 49,other,1,
2021-01-09,cases,50 to 59,male,3304,131.5922584
2021-01-09,cases,50 to 59,female,3491,137.0082362
2021-01-09,cases,50 to 59,all,6795,134.3201798
2021-01-09,cases,60 to 69,male,2214,91.56668362
2021-01-09,cases,60 to 69,female,2096,82.84270636
2021-01-09,cases,60 to 69,all,4310,87.10579575
2021-01-09,cases,70 to 79,male,1233,79.81331581
2021-01-09,cases,70 to 79,female,1331,77.5329719
2021-01-09,cases,70 to 79,all,2564,78.61307405
2021-01-09,cases,80+,male,1166,161.6471932
2021-01-09,cases,80+,female,2101,202.2134724
2021-01-09,cases,80+,all,3267,185.590729
2021-01-09,cases,all,male,24976,129.0232394
2021-01-09,cases,all,female,25974,132.7089836
2021-01-09,cases,all,all,50955,130.8891042
2021-01-09,cases,all,other,5,
2021-01-09,hospitalizations,0 to 11,male,20,0.8157172398
2021-01-09,hospitalizations,0 to 11,female,4,0.1713617648
2021-01-09,hospitalizations,0 to 11,all,24,0.5014549506
2021-01-09,hospitalizations,12 to 19,male,10,0.5756260365
2021-01-09,hospitalizations,12 to 19,female,11,0.657706315
2021-01-09,hospitalizations,12 to 19,all,21,0.6158867097
2021-01-09,hospitalizations,20 to 29,male,32,1.177732754
2021-01-09,hospitalizations,20 to 29,female,46,1.834876291
2021-01-09,hospitalizations,20 to 29,all,78,1.493089865
2021-01-09,hospitalizations,30 to 39,male,62,2.224046099
2021-01-09,hospitalizations,30 to 39,female,73,2.689491237
2021-01-09,hospitalizations,30 to 39,all,135,2.453662136
2021-01-09,hospitalizations,40 to 49,male,84,3.402170585
2021-01-09,hospitalizations,40 to 49,female,66,2.629094516
2021-01-09,hospitalizations,40 to 49,all,150,3.012422023
2021-01-09,hospitalizations,50 to 59,male,159,6.332678293
2021-01-09,hospitalizations,50 to 59,female,121,4.748781604
2021-01-09,hospitalizations,50 to 59,all,280,5.534900712
2021-01-09,hospitalizations,60 to 69,male,237,9.801853667
2021-01-09,hospitalizations,60 to 69,female,166,6.561015867
2021-01-09,hospitalizations,60 to 69,all,403,8.144695055
2021-01-09,hospitalizations,70 to 79,male,300,19.41929825
2021-01-09,hospitalizations,70 to 79,female,221,12.87361893
2021-01-09,hospitalizations,70 to 79,all,521,15.97402948
